"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem"
"825","Jamaica",51,51,"Caribbean","Americas","William Bustamante","Democracy",1962,1966,5,1
"826","Jamaica",51,51,"Caribbean","Americas","Hugh Lawson Shearer","Democracy",1967,1971,5,1
"827","Jamaica",51,51,"Caribbean","Americas","Michael Manley","Democracy",1972,1979,8,1
"828","Jamaica",51,51,"Caribbean","Americas","Edward Seaga","Democracy",1980,1988,9,1
"829","Jamaica",51,51,"Caribbean","Americas","Michael Manley","Democracy",1989,1991,3,1
"830","Jamaica",51,51,"Caribbean","Americas","Percival Patterson","Democracy",1992,2005,14,1
"831","Jamaica",51,51,"Caribbean","Americas","Portia Simpson Miller","Democracy",2006,2006,1,1
"832","Jamaica",51,51,"Caribbean","Americas","Orette Bruce Golding","Democracy",2007,2008,2,0
"833","Japan",740,740,"Eastern Asia","Asia","Shigeru Yoshida","Democracy",1943,1946,4,0
"834","Japan",740,740,"Eastern Asia","Asia","Tetsu Katayama","Democracy",1947,1947,1,1
"835","Japan",740,740,"Eastern Asia","Asia","Shigeru Yoshida","Democracy",1948,1953,6,1
"836","Japan",740,740,"Eastern Asia","Asia","Ichiro Hatoyama","Democracy",1954,1955,2,1
"837","Japan",740,740,"Eastern Asia","Asia","Tanzan Ishibashi","Democracy",1956,1956,1,1
"838","Japan",740,740,"Eastern Asia","Asia","Nobusuke Kishi","Democracy",1957,1959,3,1
"839","Japan",740,740,"Eastern Asia","Asia","Hayato Ikeda","Democracy",1960,1963,4,1
"840","Japan",740,740,"Eastern Asia","Asia","Eisaku Sato","Democracy",1964,1971,8,1
"841","Japan",740,740,"Eastern Asia","Asia","Kakuei Tanaka","Democracy",1972,1973,2,1
"842","Japan",740,740,"Eastern Asia","Asia","Takeo Miki","Democracy",1974,1975,2,1
"843","Japan",740,740,"Eastern Asia","Asia","Takeo Fukuda","Democracy",1976,1977,2,1
"844","Japan",740,740,"Eastern Asia","Asia","Masayoshi Ohira","Democracy",1978,1979,2,0
"845","Japan",740,740,"Eastern Asia","Asia","Zenko Suzuki","Democracy",1980,1981,2,1
"846","Japan",740,740,"Eastern Asia","Asia","Yasuhiro Nakasone","Democracy",1982,1986,5,1
"847","Japan",740,740,"Eastern Asia","Asia","Noboru Takeshita","Democracy",1987,1988,2,1
"848","Japan",740,740,"Eastern Asia","Asia","Sosuke Uno","Democracy",1989,1990,2,1
"849","Japan",740,740,"Eastern Asia","Asia","Kiichi Miyazawa","Democracy",1991,1992,2,1
"850","Japan",740,740,"Eastern Asia","Asia","Morihiro Hosokawa","Democracy",1993,1993,1,1
"851","Japan",740,740,"Eastern Asia","Asia","Tomiichi Murayama","Democracy",1994,1995,2,1
"852","Japan",740,740,"Eastern Asia","Asia","Ryutaro Hashimoto","Democracy",1996,1997,2,1
"853","Japan",740,740,"Eastern Asia","Asia","Keizo Obuchi","Democracy",1998,1999,2,0
"854","Japan",740,740,"Eastern Asia","Asia","Yoshiro Mori","Democracy",2000,2000,1,1
"855","Japan",740,740,"Eastern Asia","Asia","Junichiro Koizumi","Democracy",2001,2005,5,1
"856","Japan",740,740,"Eastern Asia","Asia","Shinzo Abe","Democracy",2006,2006,1,1
"857","Japan",740,740,"Eastern Asia","Asia","Yasuo Fukuda","Democracy",2007,2007,1,1
"858","Japan",740,740,"Eastern Asia","Asia","Taro Aso","Democracy",2008,2008,1,0
"859","Jordan",663,663,"Western Asia","Asia","Abdullah bin Hussein","Non-democracy",1921,1950,30,0
"860","Jordan",663,663,"Western Asia","Asia","Talal bin Abdullah","Non-democracy",1951,1951,1,1
"861","Jordan",663,663,"Western Asia","Asia","Hussein bin Talal","Non-democracy",1952,1998,47,0
"862","Jordan",663,663,"Western Asia","Asia","Abdallah ibn al-Hussein al-Hashimi","Non-democracy",1999,2008,10,0
"863","Kazakhstan",705,705,"Central Asia","Asia","Nursultan Nazarbayev","Non-democracy",1990,2008,19,0
"864","Kenya",501,501,"Eastern Africa","Africa","Jomo Kenyatta","Non-democracy",1963,1977,15,0
"865","Kenya",501,501,"Eastern Africa","Africa","Daniel Arap Moi","Non-democracy",1978,1997,20,1
"866","Kenya",501,501,"Eastern Africa","Africa","Daniel Arap Moi","Democracy",1998,2001,4,1
"867","Kenya",501,501,"Eastern Africa","Africa","Mwai Kibaki","Democracy",2002,2008,7,0
"868","Kiribati",946,946,"Micronesia","Oceania","Ieremia Tabai","Democracy",1978,1981,4,1
"869","Kiribati",946,946,"Micronesia","Oceania","Rota Onorio","Democracy",1982,1982,1,1
"870","Kiribati",946,946,"Micronesia","Oceania","Ieremia Tabai","Democracy",1983,1990,8,1
"871","Kiribati",946,946,"Micronesia","Oceania","Teatao Teannaki","Democracy",1991,1993,3,1
"872","Kiribati",946,946,"Micronesia","Oceania","Teburoro Tito","Democracy",1994,2002,9,1
"873","Kiribati",946,946,"Micronesia","Oceania","Anote Tong","Democracy",2003,2008,6,0
"874","Kuwait",690,690,"Western Asia","Asia","Sheikh Abdullah Al Salim Al Sabah","Non-democracy",1950,1964,15,0
"875","Kuwait",690,690,"Western Asia","Asia","Sheikh Sabah Al Salim Al Sabah","Non-democracy",1965,1976,12,0
"876","Kuwait",690,690,"Western Asia","Asia","Sheikh Jabir Al Ahmad Al Jabir Al Sabah","Non-democracy",1977,2005,29,1
"877","Kuwait",690,690,"Western Asia","Asia","Sheikh Sabah Al Ahmad Al Jabir Al Sabah","Non-democracy",2006,2008,3,0
"878","Kyrgyzstan",703,703,"Central Asia","Asia","Askar Akayev","Non-democracy",1990,2004,15,1
"879","Kyrgyzstan",703,703,"Central Asia","Asia","Feliks Kulov","Democracy",2005,2006,2,1
"880","Kyrgyzstan",703,703,"Central Asia","Asia","Igor Chudinov","Democracy",2007,2008,2,0
"881","Laos",812,812,"South-Eastern Asia","Asia","Prince Souvanna Phouma","Democracy",1951,1953,3,1
"882","Laos",812,812,"South-Eastern Asia","Asia","Katay Don Sasorith","Democracy",1954,1955,2,1
"883","Laos",812,812,"South-Eastern Asia","Asia","Prince Souvanna Phouma","Democracy",1956,1957,2,1
"884","Laos",812,812,"South-Eastern Asia","Asia","Phoui Sananikone","Democracy",1958,1958,1,1
"885","Laos",812,812,"South-Eastern Asia","Asia","Phoumi Nosavan","Non-democracy",1959,1961,3,1
"886","Laos",812,812,"South-Eastern Asia","Asia","Prince Souvanna Phouma","Non-democracy",1962,1974,13,1
"887","Laos",812,812,"South-Eastern Asia","Asia","Kaysone Phomvihan","Non-democracy",1975,1991,17,0
"888","Laos",812,812,"South-Eastern Asia","Asia","Khamtay Siphandon","Non-democracy",1992,2005,14,1
"889","Laos",812,812,"South-Eastern Asia","Asia","Choummaly Sayasone","Non-democracy",2006,2008,3,0
"890","Latvia",367,367,"Northern Europe","Europe","Ivars Godmanis","Democracy",1990,1992,3,1
"891","Latvia",367,367,"Northern Europe","Europe","Valdis Birkavs","Democracy",1993,1993,1,1
"892","Latvia",367,367,"Northern Europe","Europe","Maris Gailis","Democracy",1994,1994,1,1
"893","Latvia",367,367,"Northern Europe","Europe","Andris Skele","Democracy",1995,1996,2,1
"894","Latvia",367,367,"Northern Europe","Europe","Guntars Krasts","Democracy",1997,1997,1,1
"895","Latvia",367,367,"Northern Europe","Europe","Vilis Kristopans","Democracy",1998,1998,1,1
"896","Latvia",367,367,"Northern Europe","Europe","Andris Skele","Democracy",1999,1999,1,1
"897","Latvia",367,367,"Northern Europe","Europe","Andris Berzins","Democracy",2000,2001,2,1
"898","Latvia",367,367,"Northern Europe","Europe","Einars Repse","Democracy",2002,2003,2,1
"899","Latvia",367,367,"Northern Europe","Europe","Aigars Kalvitis","Democracy",2004,2006,3,1
"900","Latvia",367,367,"Northern Europe","Europe","Ivars Godmanis","Democracy",2007,2008,2,0
"901","Lebanon",660,660,"Western Asia","Asia","Riyad es-Solh","Democracy",1946,1950,5,1
"902","Lebanon",660,660,"Western Asia","Asia","Abdullah Aref al-Yafi","Democracy",1951,1951,1,1
"903","Lebanon",660,660,"Western Asia","Asia","Amir Khalid Chehab","Democracy",1952,1952,1,1
"904","Lebanon",660,660,"Western Asia","Asia","Abdullah Aref al-Yafi","Democracy",1953,1953,1,1
"905","Lebanon",660,660,"Western Asia","Asia","Abd' Rashin Sami es-Solh","Democracy",1954,1954,1,1
"906","Lebanon",660,660,"Western Asia","Asia","Rashid Karame","Democracy",1955,1955,1,1
"907","Lebanon",660,660,"Western Asia","Asia","Abd' Rashin Sami es-Solh","Democracy",1956,1957,2,1
"908","Lebanon",660,660,"Western Asia","Asia","Rashid Karame","Democracy",1958,1959,2,1
"909","Lebanon",660,660,"Western Asia","Asia","Saeb Sallam","Democracy",1960,1960,1,1
"910","Lebanon",660,660,"Western Asia","Asia","Rashid Karame","Democracy",1961,1963,3,1
"911","Lebanon",660,660,"Western Asia","Asia","Hussein al-Oweini","Democracy",1964,1964,1,1
"912","Lebanon",660,660,"Western Asia","Asia","Rashid Karame","Democracy",1965,1967,3,1
"913","Lebanon",660,660,"Western Asia","Asia","Abdullah Aref al-Yafi","Democracy",1968,1968,1,1
"914","Lebanon",660,660,"Western Asia","Asia","Rashid Karame","Democracy",1969,1969,1,1
"915","Lebanon",660,660,"Western Asia","Asia","Saeb Sallam","Democracy",1970,1972,3,1
"916","Lebanon",660,660,"Western Asia","Asia","Takieddin es-Solh","Democracy",1973,1973,1,1
"917","Lebanon",660,660,"Western Asia","Asia","Rashid es-Solh","Democracy",1974,1974,1,1
"918","Lebanon",660,660,"Western Asia","Asia","Soleiman Kabalan Franjieh","Non-democracy",1975,1975,1,1
"919","Lebanon",660,660,"Western Asia","Asia","Elias Sarkis","Non-democracy",1976,1981,6,1
"920","Lebanon",660,660,"Western Asia","Asia","Amine Pierre Gemayel","Non-democracy",1982,1987,6,1
"921","Lebanon",660,660,"Western Asia","Asia","Michel Aoun","Non-democracy",1988,1988,1,1
"922","Lebanon",660,660,"Western Asia","Asia","Elias Khalil Haraoui","Non-democracy",1989,1997,9,1
"923","Lebanon",660,660,"Western Asia","Asia","Emile Geamil Lahoud","Non-democracy",1998,2006,9,1
"924","Lebanon",660,660,"Western Asia","Asia","Fouad Siniora","Non-democracy",2007,2007,1,1
"925","Lebanon",660,660,"Western Asia","Asia","Michel Suleiman","Non-democracy",2008,2008,1,0
"926","Lesotho",570,570,"Southern Africa","Africa","Leabua Jonathan","Non-democracy",1965,1985,21,1
"927","Lesotho",570,570,"Southern Africa","Africa","Justin Metsino Lekhanya","Non-democracy",1986,1990,5,1
"928","Lesotho",570,570,"Southern Africa","Africa","Elias Phisoana Ramaema","Non-democracy",1991,1992,2,1
"929","Lesotho",570,570,"Southern Africa","Africa","Ntsu Mokhehle","Non-democracy",1993,1997,5,1
"930","Lesotho",570,570,"Southern Africa","Africa","Pakalitha Mosisili","Non-democracy",1998,2008,11,0
"931","Liberia",450,450,"Western Africa","Africa","William Tubman","Non-democracy",1944,1970,27,0
"932","Liberia",450,450,"Western Africa","Africa","William Tolbert, Jr.","Non-democracy",1971,1979,9,0
"933","Liberia",450,450,"Western Africa","Africa","Samuel Doe","Non-democracy",1980,1989,10,0
"934","Liberia",450,450,"Western Africa","Africa","Amos Sawyer","Non-democracy",1990,1992,3,1
"935","Liberia",450,450,"Western Africa","Africa","Philip Banks","Non-democracy",1993,1993,1,1
"936","Liberia",450,450,"Western Africa","Africa","David Kpomakpor","Non-democracy",1994,1994,1,1
"937","Liberia",450,450,"Western Africa","Africa","Wilton Sankawnlo","Non-democracy",1995,1995,1,1
"938","Liberia",450,450,"Western Africa","Africa","Ruth Perry","Non-democracy",1996,1996,1,1
"939","Liberia",450,450,"Western Africa","Africa","Charles Taylor","Non-democracy",1997,2002,6,1
"940","Liberia",450,450,"Western Africa","Africa","Charles Gyude Bryant","Non-democracy",2003,2005,3,1
"941","Liberia",450,450,"Western Africa","Africa","Ellen Johnson-Sirleaf","Democracy",2006,2008,3,0
"942","Libyan Arab Jamahiriya",620,620,"Northern Africa","Africa","Idris I","Non-democracy",1951,1968,18,1
"943","Libyan Arab Jamahiriya",620,620,"Northern Africa","Africa","Muammar al-Qaddafi","Non-democracy",1969,2008,40,0
"944","Liechtenstein",223,223,"Western Europe","Europe","Alexander Frick","Democracy",1945,1961,17,1
"945","Liechtenstein",223,223,"Western Europe","Europe","Gerard Batliner","Democracy",1962,1969,8,1
"946","Liechtenstein",223,223,"Western Europe","Europe","Alfred Hilbe","Democracy",1970,1973,4,1
"947","Liechtenstein",223,223,"Western Europe","Europe","Walter Kieber","Democracy",1974,1977,4,1
"948","Liechtenstein",223,223,"Western Europe","Europe","Hans Brunhart","Democracy",1978,1992,15,1
"949","Liechtenstein",223,223,"Western Europe","Europe","Mario Frick","Democracy",1993,2000,8,1
"950","Liechtenstein",223,223,"Western Europe","Europe","Otmar Hasler","Democracy",2001,2008,8,0
"951","Lithuania",368,368,"Northern Europe","Europe","Gediminas Vagnorius","Democracy",1991,1991,1,1
"952","Lithuania",368,368,"Northern Europe","Europe","Bronislovas Lubys","Democracy",1992,1992,1,1
"953","Lithuania",368,368,"Northern Europe","Europe","Adolfas Slezevicius","Democracy",1993,1995,3,1
"954","Lithuania",368,368,"Northern Europe","Europe","Gediminas Vagnorius","Democracy",1996,1998,3,1
"955","Lithuania",368,368,"Northern Europe","Europe","Andrius Kubilius","Democracy",1999,1999,1,1
"956","Lithuania",368,368,"Northern Europe","Europe","Rolandas Paksas","Democracy",2000,2000,1,1
"957","Lithuania",368,368,"Northern Europe","Europe","Algirdas Brazauskas","Democracy",2001,2005,5,1
"958","Lithuania",368,368,"Northern Europe","Europe","Gediminas Kirkilas","Democracy",2006,2007,2,1
"959","Lithuania",368,368,"Northern Europe","Europe","Andrius Kubilius","Democracy",2008,2008,1,0
"960","Luxembourg",212,212,"Western Europe","Europe","Pierre Dupong","Democracy",1944,1952,9,0
"961","Luxembourg",212,212,"Western Europe","Europe","Joseph Bech","Democracy",1953,1957,5,1
"962","Luxembourg",212,212,"Western Europe","Europe","Pierre Frieden","Democracy",1958,1958,1,1
"963","Luxembourg",212,212,"Western Europe","Europe","Pierre Werner","Democracy",1959,1973,15,1
"964","Luxembourg",212,212,"Western Europe","Europe","Gaston Thorn","Democracy",1974,1978,5,1
"965","Luxembourg",212,212,"Western Europe","Europe","Pierre Werner","Democracy",1979,1983,5,1
"966","Luxembourg",212,212,"Western Europe","Europe","Jacques Santer","Democracy",1984,1994,11,1
"967","Luxembourg",212,212,"Western Europe","Europe","Jean-Claude Juncker","Democracy",1995,2008,14,0
"968","Macedonia",343,343,"Southern Europe","Europe","Nikola Kljusev","Democracy",1991,1991,1,1
"969","Macedonia",343,343,"Southern Europe","Europe","Branko Crvenkovski","Democracy",1992,1997,6,1
"970","Macedonia",343,343,"Southern Europe","Europe","Ljupco Georgievski","Democracy",1998,2001,4,1
"971","Macedonia",343,343,"Southern Europe","Europe","Branko Crvenkovski","Democracy",2002,2003,2,1
"972","Macedonia",343,343,"Southern Europe","Europe","Vlado Buckovski","Democracy",2004,2005,2,1
"973","Macedonia",343,343,"Southern Europe","Europe","Nikola Gruevski","Democracy",2006,2008,3,0
"974","Madagascar",580,580,"Eastern Africa","Africa","Philibert Tsiranana","Non-democracy",1958,1971,14,1
"975","Madagascar",580,580,"Eastern Africa","Africa","Gabriel Ramanantsoa","Non-democracy",1972,1974,3,1
"976","Madagascar",580,580,"Eastern Africa","Africa","Didier Ratsiraka","Non-democracy",1975,1992,18,1
"977","Madagascar",580,580,"Eastern Africa","Africa","Francisque Ravony","Democracy",1993,1994,2,1
"978","Madagascar",580,580,"Eastern Africa","Africa","Emmanuel Rakotovahiny","Democracy",1995,1995,1,1
"979","Madagascar",580,580,"Eastern Africa","Africa","Norbert Ratsirahonana","Democracy",1996,1996,1,1
"980","Madagascar",580,580,"Eastern Africa","Africa","Pascal Rakotomavo","Democracy",1997,1997,1,1
"981","Madagascar",580,580,"Eastern Africa","Africa","Rene Tantely Andrianarivo","Democracy",1998,2001,4,1
"982","Madagascar",580,580,"Eastern Africa","Africa","Jacques Sylla","Democracy",2002,2006,5,1
"983","Madagascar",580,580,"Eastern Africa","Africa","Charles Rabemananjara","Democracy",2007,2008,2,0
"984","Malawi",553,553,"Eastern Africa","Africa","H. Kamuzu Banda","Non-democracy",1963,1993,31,1
"985","Malawi",553,553,"Eastern Africa","Africa","Bakili Muluzi","Democracy",1994,2003,10,1
"986","Malawi",553,553,"Eastern Africa","Africa","Bingu wa Mutharika","Democracy",2004,2008,5,0
"987","Malaysia",820,820,"South-Eastern Asia","Asia","Tunku Abdul Rahman Putra","Non-democracy",1957,1969,13,1
"988","Malaysia",820,820,"South-Eastern Asia","Asia","Tun Abdul Razak bin Hussein","Non-democracy",1970,1975,6,0
"989","Malaysia",820,820,"South-Eastern Asia","Asia","Hussein bin Onn","Non-democracy",1976,1980,5,1
"990","Malaysia",820,820,"South-Eastern Asia","Asia","Mahathir bin Mohamed","Non-democracy",1981,2002,22,1
"991","Malaysia",820,820,"South-Eastern Asia","Asia","Abdullah Ahmad Badawi","Non-democracy",2003,2008,6,0
"992","Maldives",781,781,"Southern Asia","Asia","Muhammad Farid Didi","Non-democracy",1954,1967,14,1
"993","Maldives",781,781,"Southern Asia","Asia","Ibrahim Nasir","Non-democracy",1968,1977,10,1
"994","Maldives",781,781,"Southern Asia","Asia","Maumoon Abdul Gayoom","Non-democracy",1978,2007,30,1
"995","Maldives",781,781,"Southern Asia","Asia","Mohamed Nasheed","Democracy",2008,2008,1,0
"996","Mali",432,432,"Western Africa","Africa","Modibo Keita","Non-democracy",1959,1967,9,1
"997","Mali",432,432,"Western Africa","Africa","Moussa Traore","Non-democracy",1968,1990,23,1
"998","Mali",432,432,"Western Africa","Africa","Amadou Toumani Toure","Non-democracy",1991,1991,1,1
"999","Mali",432,432,"Western Africa","Africa","Younoussi Toure","Democracy",1992,1992,1,1
"1000","Mali",432,432,"Western Africa","Africa","Abdoulaye Sekou Sow","Democracy",1993,1993,1,1
"1001","Mali",432,432,"Western Africa","Africa","Ibrahima Boubacar Keita","Democracy",1994,1999,6,1
"1002","Mali",432,432,"Western Africa","Africa","Mande Sidibe","Democracy",2000,2001,2,1
"1003","Mali",432,432,"Western Africa","Africa","Ahmed Mohamed Ag Hamani","Democracy",2002,2003,2,1
"1004","Mali",432,432,"Western Africa","Africa","Ousmane Issoufi Maiga","Democracy",2004,2006,3,1
"1005","Mali",432,432,"Western Africa","Africa","Modibo Sidibe","Democracy",2007,2008,2,0
"1006","Malta",338,338,"Southern Europe","Europe","George Borg Olivier","Democracy",1962,1970,9,1
"1007","Malta",338,338,"Southern Europe","Europe","Dominic Mintoff","Democracy",1971,1983,13,1
"1008","Malta",338,338,"Southern Europe","Europe","Carmelo Mifsud-Bonnici","Democracy",1984,1986,3,1
"1009","Malta",338,338,"Southern Europe","Europe","Eddie Fenech Adami","Democracy",1987,1995,9,1
"1010","Malta",338,338,"Southern Europe","Europe","Alfred Sant","Democracy",1996,1997,2,1
"1011","Malta",338,338,"Southern Europe","Europe","Eddie Fenech Adami","Democracy",1998,2003,6,1
"1012","Malta",338,338,"Southern Europe","Europe","Lawrence Gonzi","Democracy",2004,2008,5,0
"1013","Marshall Islands",983,983,"Micronesia","Oceania","Amata Kabua","Democracy",1979,1995,17,0
"1014","Marshall Islands",983,983,"Micronesia","Oceania","Kunio Lemari","Democracy",1996,1996,1,1
"1015","Marshall Islands",983,983,"Micronesia","Oceania","Imata Kabua","Democracy",1997,1999,3,1
"1016","Marshall Islands",983,983,"Micronesia","Oceania","Kessai Note","Democracy",2000,2007,8,1
"1017","Marshall Islands",983,983,"Micronesia","Oceania","Litokwa Tomeing","Democracy",2008,2008,1,0
"1018","Mauritania",435,435,"Western Africa","Africa","Moktar Ould Daddah","Non-democracy",1958,1977,20,1
"1019","Mauritania",435,435,"Western Africa","Africa","Mustapha Ould Salek","Non-democracy",1978,1978,1,1
"1020","Mauritania",435,435,"Western Africa","Africa","Mahmed Ould Louly","Non-democracy",1979,1979,1,1
"1021","Mauritania",435,435,"Western Africa","Africa","Mohammed Khouna Ould Haydalla","Non-democracy",1980,1983,4,1
"1022","Mauritania",435,435,"Western Africa","Africa","Moaouya Ould Sidi Ahmed Taya","Non-democracy",1984,2004,21,1
"1023","Mauritania",435,435,"Western Africa","Africa","Ely Ould Mohamed Vall","Non-democracy",2005,2006,2,1
"1024","Mauritania",435,435,"Western Africa","Africa","Zeine Ould Zeidane","Democracy",2007,2007,1,1
"1025","Mauritania",435,435,"Western Africa","Africa","Mohamed Ould Abdel Aziz","Non-democracy",2008,2008,1,0
"1026","Mauritius",590,590,"Eastern Africa","Africa","Seewoosagur Ramgoolam","Democracy",1961,1981,21,1
"1027","Mauritius",590,590,"Eastern Africa","Africa","Anerood Jugnauth","Democracy",1982,1994,13,1
"1028","Mauritius",590,590,"Eastern Africa","Africa","Navin Ramgoolam","Democracy",1995,1999,5,1
"1029","Mauritius",590,590,"Eastern Africa","Africa","Anerood Jugnauth","Democracy",2000,2002,3,1
"1030","Mauritius",590,590,"Eastern Africa","Africa","Paul Raymond Berenger","Democracy",2003,2004,2,1
"1031","Mauritius",590,590,"Eastern Africa","Africa","Navin(chandra) Ramgoolam","Democracy",2005,2008,4,0
"1032","Mexico",70,70,"Central America","Americas","Miguel Aleman","Non-democracy",1946,1951,6,1
"1033","Mexico",70,70,"Central America","Americas","Adolfo Ruiz Cortines","Non-democracy",1952,1957,6,1
"1034","Mexico",70,70,"Central America","Americas","Adolfo Lopez Mateos","Non-democracy",1958,1963,6,1
"1035","Mexico",70,70,"Central America","Americas","Gustavo Diaz Ordaz","Non-democracy",1964,1969,6,1
"1036","Mexico",70,70,"Central America","Americas","Luis Echeverria Alvarez","Non-democracy",1970,1975,6,1
"1037","Mexico",70,70,"Central America","Americas","Jose Lopez Portillo","Non-democracy",1976,1981,6,1
"1038","Mexico",70,70,"Central America","Americas","Miguel de la Madrid","Non-democracy",1982,1987,6,1
"1039","Mexico",70,70,"Central America","Americas","Carlos Salinas de Gortari","Non-democracy",1988,1993,6,1
"1040","Mexico",70,70,"Central America","Americas","Ernesto Zedillo","Non-democracy",1994,1999,6,1
"1041","Mexico",70,70,"Central America","Americas","Vicente Fox Quesada","Democracy",2000,2005,6,1
"1042","Mexico",70,70,"Central America","Americas","Felipe de Jesï¿½s Calderï¿½n Hinojosa","Democracy",2006,2008,3,0
"1043","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Bailey Olter","Democracy",1991,1995,5,1
"1044","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Jacob Nena","Democracy",1996,1998,3,1
"1045","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Leo Falcam","Democracy",1999,2002,4,1
"1046","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Joseph J. Urusemal","Democracy",2003,2006,4,1
"1047","Micronesia, Federated States of",987,987,"Micronesia","Oceania","Manny Mori","Democracy",2007,2008,2,0
"1048","Moldova",359,359,"Eastern Europe","Europe","Mirecea Snegur","Democracy",1991,1995,5,1
"1049","Moldova",359,359,"Eastern Europe","Europe","Andrei Sangheli","Democracy",1996,1996,1,1
"1050","Moldova",359,359,"Eastern Europe","Europe","Ion Ciubuc","Democracy",1997,1998,2,1
"1051","Moldova",359,359,"Eastern Europe","Europe","Dumitru Braghis","Democracy",1999,2000,2,1
"1052","Moldova",359,359,"Eastern Europe","Europe","Vasile Tarlev","Democracy",2001,2007,7,1
"1053","Moldova",359,359,"Eastern Europe","Europe","Zinaida Greceanii","Democracy",2008,2008,1,0
"1054","Mongolia",712,712,"Eastern Asia","Asia","Yumjaagiyn Tsedenbal","Non-democracy",1940,1953,14,1
"1055","Mongolia",712,712,"Eastern Asia","Asia","Dashiyn Damba","Non-democracy",1954,1957,4,1
"1056","Mongolia",712,712,"Eastern Asia","Asia","Yumjaagiyn Tsedenbal","Non-democracy",1958,1983,26,1
"1057","Mongolia",712,712,"Eastern Asia","Asia","Jambyn Batmounkh","Non-democracy",1984,1989,6,1
"1058","Mongolia",712,712,"Eastern Asia","Asia","Punsalmaagiyn Ochirbat","Democracy",1990,1991,2,1
"1059","Mongolia",712,712,"Eastern Asia","Asia","Puntsagiyn Jasray","Democracy",1992,1995,4,1
"1060","Mongolia",712,712,"Eastern Asia","Asia","Mendsayhany Enkhsaikhan","Democracy",1996,1997,2,1
"1061","Mongolia",712,712,"Eastern Asia","Asia","Janlaviyn Narantsatsralt","Democracy",1998,1998,1,1
"1062","Mongolia",712,712,"Eastern Asia","Asia","Rinchinnyamiyn Amarjargal","Democracy",1999,1999,1,1
"1063","Mongolia",712,712,"Eastern Asia","Asia","Nambaryn Enkhbayar","Democracy",2000,2003,4,1
"1064","Mongolia",712,712,"Eastern Asia","Asia","Tsakhiagiyn Elbegdorj","Democracy",2004,2005,2,1
"1065","Mongolia",712,712,"Eastern Asia","Asia","Miyeegombo Enkhbold","Democracy",2006,2006,1,1
"1066","Mongolia",712,712,"Eastern Asia","Asia","Sanj Bayar","Democracy",2007,2008,2,0
"1067","Montenegro",341,NA,"Southern Europe","Europe","Filip Vujanovic","Non-democracy",2003,2008,6,0
"1068","Morocco",600,600,"Northern Africa","Africa","Muhammad V","Non-democracy",1955,1960,6,0
"1069","Morocco",600,600,"Northern Africa","Africa","Hassan II","Non-democracy",1961,1998,38,0
"1070","Morocco",600,600,"Northern Africa","Africa","Muhammad VI","Non-democracy",1999,2008,10,0
"1071","Mozambique",541,541,"Eastern Africa","Africa","Samora Machel","Non-democracy",1975,1985,11,0
"1072","Mozambique",541,541,"Eastern Africa","Africa","Joaquim Chissano","Non-democracy",1986,2004,19,1
"1073","Mozambique",541,541,"Eastern Africa","Africa","Armando Emï¿½lio Guebuza","Non-democracy",2005,2008,4,0
"1074","Myanmar",775,775,"South-Eastern Asia","Asia","U Nu","Democracy",1947,1955,9,1
"1075","Myanmar",775,775,"South-Eastern Asia","Asia","U Ba Swe","Democracy",1956,1956,1,1
"1076","Myanmar",775,775,"South-Eastern Asia","Asia","U Nu","Democracy",1957,1957,1,1
"1077","Myanmar",775,775,"South-Eastern Asia","Asia","Ne Win","Non-democracy",1958,1959,2,1
"1078","Myanmar",775,775,"South-Eastern Asia","Asia","U Nu","Democracy",1960,1961,2,1
"1079","Myanmar",775,775,"South-Eastern Asia","Asia","Ne Win","Non-democracy",1962,1987,26,1
"1080","Myanmar",775,775,"South-Eastern Asia","Asia","Khin Nyunt","Non-democracy",1988,1991,4,1
"1081","Myanmar",775,775,"South-Eastern Asia","Asia","Than Shwe","Non-democracy",1992,2008,17,0
"1082","Namibia",565,565,"Southern Africa","Africa","Sam Nujoma","Non-democracy",1990,2004,15,1
"1083","Namibia",565,565,"Southern Africa","Africa","Hifikepunye Lucas Pohamba","Non-democracy",2005,2008,4,0
"1084","Nauru",970,970,"Micronesia","Oceania","Hammer DeRoburt","Democracy",1968,1975,8,1
"1085","Nauru",970,970,"Micronesia","Oceania","Bernard Dowiyogo","Democracy",1976,1977,2,1
"1086","Nauru",970,970,"Micronesia","Oceania","Hammer DeRoburt","Democracy",1978,1988,11,1
"1087","Nauru",970,970,"Micronesia","Oceania","Bernard Dowiyoyo","Democracy",1989,1994,6,1
"1088","Nauru",970,970,"Micronesia","Oceania","Lagumot Harris","Democracy",1995,1995,1,1
"1089","Nauru",970,970,"Micronesia","Oceania","Rueben Kun","Democracy",1996,1996,1,1
"1090","Nauru",970,970,"Micronesia","Oceania","Kinza Clodumar","Democracy",1997,1997,1,1
"1091","Nauru",970,970,"Micronesia","Oceania","Bernard Dowiyoyo","Democracy",1998,1998,1,1
