"","ctryname","cowcode2","politycode","un_region_name","un_continent_name","ehead","democracy","leaderspelldem","begindateleaderdem","enddateleaderdem","tenuredem","rightcensdem","coldwar"
"1516","Sierra Leone",451,451,"Western Africa","Africa","Milton Margai","Democracy","Milton Margai.Sierra Leone.1961.1963.Democracy",1954,1963,10,0,TRUE
"1517","Sierra Leone",451,451,"Western Africa","Africa","Albert Margai","Democracy","Albert Margai.Sierra Leone.1964.1966.Democracy",1964,1966,3,1,TRUE
"1518","Sierra Leone",451,451,"Western Africa","Africa","Andrew Juxon-Smith","Non-democracy","Andrew Juxon-Smith.Sierra Leone.1967.1967.Non-democracy",1967,1967,1,1,TRUE
"1519","Sierra Leone",451,451,"Western Africa","Africa","Siaka Stevens","Non-democracy","Siaka Stevens.Sierra Leone.1968.1984.Non-democracy",1968,1984,17,1,TRUE
"1520","Sierra Leone",451,451,"Western Africa","Africa","Joseph Saidu Momoh","Non-democracy","Joseph Saidu Momoh.Sierra Leone.1985.1991.Non-democracy",1985,1989,5,1,TRUE
"1521","Sierra Leone",451,451,"Western Africa","Africa","Joseph Saidu Momoh","Non-democracy","Joseph Saidu Momoh.Sierra Leone.1985.1991.Non-democracy",1990,1991,2,1,FALSE
"1522","Sierra Leone",451,451,"Western Africa","Africa","Valentine Strasser","Non-democracy","Valentine Strasser.Sierra Leone.1992.1995.Non-democracy",1992,1995,4,1,FALSE
"1523","Sierra Leone",451,451,"Western Africa","Africa","Ahmad Tejan Kabbah","Democracy","Ahmad Tejan Kabbah.Sierra Leone.1996.1996.Democracy",1996,1996,1,1,FALSE
"1524","Sierra Leone",451,451,"Western Africa","Africa","Johnny Paul Koroma","Non-democracy","Johnny Paul Koroma.Sierra Leone.1997.1997.Non-democracy",1997,1997,1,1,FALSE
"1525","Sierra Leone",451,451,"Western Africa","Africa","Ahmad Tejan Kabbah","Democracy","Ahmad Tejan Kabbah.Sierra Leone.1998.2006.Democracy",1998,2006,9,1,FALSE
"1526","Sierra Leone",451,451,"Western Africa","Africa","Ernest Bai Koroma","Democracy","Ernest Bai Koroma.Sierra Leone.2007.2008.Democracy",2007,2008,2,0,FALSE
"1527","Singapore",830,830,"South-Eastern Asia","Asia","Lee Kuan Yew","Non-democracy","Lee Kuan Yew.Singapore.1965.1989.Non-democracy",1959,1989,31,1,TRUE
"1528","Singapore",830,830,"South-Eastern Asia","Asia","Goh Chok Tong","Non-democracy","Goh Chok Tong.Singapore.1990.2003.Non-democracy",1990,2003,14,1,FALSE
"1529","Singapore",830,830,"South-Eastern Asia","Asia","Lee Hsien Loong","Non-democracy","Lee Hsien Loong.Singapore.2004.2008.Non-democracy",2004,2008,5,0,FALSE
"1530","Slovakia",317,317,"Eastern Europe","Europe","Vladimir Meciar","Democracy","Vladimir Meciar.Slovakia.1993.1997.Democracy",1993,1997,5,1,FALSE
"1531","Slovakia",317,317,"Eastern Europe","Europe","Milkulis Dzurinda","Democracy","Milkulis Dzurinda.Slovakia.1998.2005.Democracy",1998,2005,8,1,FALSE
"1532","Slovakia",317,317,"Eastern Europe","Europe","Robert Fico","Democracy","Robert Fico.Slovakia.2006.2008.Democracy",2006,2008,3,0,FALSE
"1533","Slovenia",349,349,"Southern Europe","Europe","Lojze Peterle","Democracy","Lojze Peterle.Slovenia.1991.1991.Democracy",1990,1991,2,1,FALSE
"1534","Slovenia",349,349,"Southern Europe","Europe","Janez Drnovsek","Democracy","Janez Drnovsek.Slovenia.1992.2001.Democracy",1992,2001,10,1,FALSE
"1535","Slovenia",349,349,"Southern Europe","Europe","Anton Rop","Democracy","Anton Rop.Slovenia.2002.2003.Democracy",2002,2003,2,1,FALSE
"1536","Slovenia",349,349,"Southern Europe","Europe","Janez Jansa","Democracy","Janez Jansa.Slovenia.2004.2007.Democracy",2004,2007,4,1,FALSE
"1537","Slovenia",349,349,"Southern Europe","Europe","Borut Pahor","Democracy","Borut Pahor.Slovenia.2008.2008.Democracy",2008,2008,1,0,FALSE
"1538","Solomon Islands",940,940,"Melanesia","Oceania","Peter Kenilorea","Democracy","Peter Kenilorea.Solomon Islands.1978.1980.Democracy",1976,1980,5,1,TRUE
"1539","Solomon Islands",940,940,"Melanesia","Oceania","Solomon Mamaloni","Democracy","Solomon Mamaloni.Solomon Islands.1981.1983.Democracy",1981,1983,3,1,TRUE
"1540","Solomon Islands",940,940,"Melanesia","Oceania","Peter Kenilorea","Democracy","Peter Kenilorea.Solomon Islands.1984.1985.Democracy",1984,1985,2,1,TRUE
"1541","Solomon Islands",940,940,"Melanesia","Oceania","Ezekiel Alebua","Democracy","Ezekiel Alebua.Solomon Islands.1986.1988.Democracy",1986,1988,3,1,TRUE
"1542","Solomon Islands",940,940,"Melanesia","Oceania","Solomon Mamaloni","Democracy","Solomon Mamaloni.Solomon Islands.1989.1992.Democracy",1989,1992,4,1,FALSE
"1543","Solomon Islands",940,940,"Melanesia","Oceania","Francis Billy Hilly","Democracy","Francis Billy Hilly.Solomon Islands.1993.1996.Democracy",1993,1996,4,1,FALSE
"1544","Solomon Islands",940,940,"Melanesia","Oceania","Bartholomew Ulufa'alu","Democracy","Bartholomew Ulufa'alu.Solomon Islands.1997.1999.Democracy",1997,1999,3,1,FALSE
"1545","Solomon Islands",940,940,"Melanesia","Oceania","Mannasseh Sogavare","Democracy","Mannasseh Sogavare.Solomon Islands.2000.2000.Democracy",2000,2000,1,1,FALSE
"1546","Solomon Islands",940,940,"Melanesia","Oceania","Allan Kemakeza","Democracy","Allan Kemakeza.Solomon Islands.2001.2005.Democracy",2001,2005,5,1,FALSE
"1547","Solomon Islands",940,940,"Melanesia","Oceania","Manasseh Damukana Sogavare","Democracy","Manasseh Damukana Sogavare.Solomon Islands.2006.2006.Democracy",2006,2006,1,1,FALSE
"1548","Solomon Islands",940,940,"Melanesia","Oceania","Derek Sikua","Democracy","Derek Sikua.Solomon Islands.2007.2008.Democracy",2007,2008,2,0,FALSE
"1549","Somalia",520,520,"Eastern Africa","Africa","Abdirashid Shermarke","Democracy","Abdirashid Shermarke.Somalia.1960.1963.Democracy",1960,1963,4,0,TRUE
"1550","Somalia",520,520,"Eastern Africa","Africa","Abdirizak Hussain","Democracy","Abdirizak Hussain.Somalia.1964.1966.Democracy",1964,1966,3,1,TRUE
"1551","Somalia",520,520,"Eastern Africa","Africa","Mohammed Egal","Democracy","Mohammed Egal.Somalia.1967.1968.Democracy",1967,1968,2,1,TRUE
"1552","Somalia",520,520,"Eastern Africa","Africa","Mohammed Siyad Barreh","Non-democracy","Mohammed Siyad Barreh.Somalia.1969.1990.Non-democracy",1969,1989,21,1,TRUE
"1553","Somalia",520,520,"Eastern Africa","Africa","Mohammed Siyad Barreh","Non-democracy","Mohammed Siyad Barreh.Somalia.1969.1990.Non-democracy",1990,1990,1,1,FALSE
"1554","Somalia",520,520,"Eastern Africa","Africa","Ali Mahdi Muhammad","Non-democracy","Ali Mahdi Muhammad.Somalia.1991.1996.Non-democracy",1991,1996,6,1,FALSE
"1555","Somalia",520,520,"Eastern Africa","Africa","Five person collective chairmanship of National Salvation Council including previous president, Ali Mahdi Muhammad, Osman Hassan Ali Ato, Abdulkadir Muhammad Aden Zoppo, Abdullahi Yussuf Ahmad, and Aden Abdullahi Nur Gabiyow","Non-democracy","Five person collective chairmanship of National Salvation Council including previous president, Ali Mahdi Muhammad, Osman Hassan Ali Ato, Abdulkadir Muhammad Aden Zoppo, Abdullahi Yussuf Ahmad, and Aden Abdullahi Nur Gabiyow.Somalia.1997.1999.Non-democracy",1997,1999,3,1,FALSE
"1556","Somalia",520,520,"Eastern Africa","Africa","Abdiqassim Salad Hassan","Non-democracy","Abdiqassim Salad Hassan.Somalia.2000.2003.Non-democracy",2000,2003,4,1,FALSE
"1557","Somalia",520,520,"Eastern Africa","Africa","Abdullahi Yussuf Ahmad","Non-democracy","Abdullahi Yussuf Ahmad.Somalia.2004.2006.Non-democracy",2004,2006,3,1,FALSE
"1558","Somalia",520,520,"Eastern Africa","Africa","Aden Muhammad Nur Madobe","Non-democracy","Aden Muhammad Nur Madobe.Somalia.2007.2008.Non-democracy",2007,2008,2,0,FALSE
"1559","South Africa",560,560,"Southern Africa","Africa","Jan Christian Smuts","Non-democracy","Jan Christian Smuts.South Africa.1946.1947.Non-democracy",1939,1945,7,1,FALSE
"1560","South Africa",560,560,"Southern Africa","Africa","Jan Christian Smuts","Non-democracy","Jan Christian Smuts.South Africa.1946.1947.Non-democracy",1946,1947,2,1,TRUE
"1561","South Africa",560,560,"Southern Africa","Africa","Daniel Malan","Non-democracy","Daniel Malan.South Africa.1948.1953.Non-democracy",1948,1953,6,1,TRUE
"1562","South Africa",560,560,"Southern Africa","Africa","Johannes Strijdom","Non-democracy","Johannes Strijdom.South Africa.1954.1957.Non-democracy",1954,1957,4,0,TRUE
"1563","South Africa",560,560,"Southern Africa","Africa","Hendrik Verwoerd","Non-democracy","Hendrik Verwoerd.South Africa.1958.1965.Non-democracy",1958,1965,8,0,TRUE
"1564","South Africa",560,560,"Southern Africa","Africa","B. Johannes Vorster","Non-democracy","B. Johannes Vorster.South Africa.1966.1977.Non-democracy",1966,1977,12,1,TRUE
"1565","South Africa",560,560,"Southern Africa","Africa","Pieter Botha","Non-democracy","Pieter Botha.South Africa.1978.1988.Non-democracy",1978,1988,11,1,TRUE
"1566","South Africa",560,560,"Southern Africa","Africa","Frederik de Klerk","Non-democracy","Frederik de Klerk.South Africa.1989.1993.Non-democracy",1989,1993,5,1,FALSE
"1567","South Africa",560,560,"Southern Africa","Africa","Nelson Mandela","Non-democracy","Nelson Mandela.South Africa.1994.1998.Non-democracy",1994,1998,5,1,FALSE
"1568","South Africa",560,560,"Southern Africa","Africa","Thabo Mbeki","Non-democracy","Thabo Mbeki.South Africa.1999.2007.Non-democracy",1999,2007,9,1,FALSE
"1569","South Africa",560,560,"Southern Africa","Africa","Kgalema Petrus Motlanthe","Non-democracy","Kgalema Petrus Motlanthe.South Africa.2008.2008.Non-democracy",2008,2008,1,0,FALSE
"1570","South Korea",732,732,"Eastern Asia","Asia","Syngman Rhee","Non-democracy","Syngman Rhee.South Korea.1948.1959.Non-democracy",1948,1959,12,1,TRUE
"1571","South Korea",732,732,"Eastern Asia","Asia","John Myun Chang","Democracy","John Myun Chang.South Korea.1960.1960.Democracy",1960,1960,1,1,TRUE
"1572","South Korea",732,732,"Eastern Asia","Asia","Park Chung Hee","Non-democracy","Park Chung Hee.South Korea.1961.1978.Non-democracy",1961,1978,18,0,TRUE
"1573","South Korea",732,732,"Eastern Asia","Asia","Chun Doo Hwan","Non-democracy","Chun Doo Hwan.South Korea.1979.1987.Non-democracy",1979,1987,9,1,TRUE
"1574","South Korea",732,732,"Eastern Asia","Asia","Roh Tae Woo","Democracy","Roh Tae Woo.South Korea.1988.1992.Democracy",1988,1989,2,1,TRUE
"1575","South Korea",732,732,"Eastern Asia","Asia","Roh Tae Woo","Democracy","Roh Tae Woo.South Korea.1988.1992.Democracy",1990,1992,3,1,FALSE
"1576","South Korea",732,732,"Eastern Asia","Asia","Kim Young Sam","Democracy","Kim Young Sam.South Korea.1993.1997.Democracy",1993,1997,5,1,FALSE
"1577","South Korea",732,732,"Eastern Asia","Asia","Kim Dae Jung","Democracy","Kim Dae Jung.South Korea.1998.2002.Democracy",1998,2002,5,1,FALSE
"1578","South Korea",732,732,"Eastern Asia","Asia","Roh Moo Hyun","Democracy","Roh Moo Hyun.South Korea.2003.2007.Democracy",2003,2007,5,1,FALSE
"1579","South Korea",732,732,"Eastern Asia","Asia","Lee Myung Bak","Democracy","Lee Myung Bak.South Korea.2008.2008.Democracy",2008,2008,1,1,FALSE
"1580","Spain",230,230,"Southern Europe","Europe","Francisco Franco y Bahamonde","Non-democracy","Francisco Franco y Bahamonde.Spain.1946.1974.Non-democracy",1939,1945,7,0,FALSE
"1581","Spain",230,230,"Southern Europe","Europe","Francisco Franco y Bahamonde","Non-democracy","Francisco Franco y Bahamonde.Spain.1946.1974.Non-democracy",1946,1974,29,0,TRUE
"1582","Spain",230,230,"Southern Europe","Europe","Carlos Arias Navarro","Non-democracy","Carlos Arias Navarro.Spain.1975.1975.Non-democracy",1975,1975,1,1,TRUE
"1583","Spain",230,230,"Southern Europe","Europe","Adolfo Suarez Gonzalez","Non-democracy","Adolfo Suarez Gonzalez.Spain.1976.1976.Non-democracy",1976,1976,1,1,TRUE
"1584","Spain",230,230,"Southern Europe","Europe","Adolfo Suarez Gonzalez","Democracy","Adolfo Suarez Gonzalez.Spain.1977.1980.Democracy",1977,1980,4,1,TRUE
"1585","Spain",230,230,"Southern Europe","Europe","Leopoldo Calvo-Sotelo y Bustelo","Democracy","Leopoldo Calvo-Sotelo y Bustelo.Spain.1981.1981.Democracy",1981,1981,1,1,TRUE
"1586","Spain",230,230,"Southern Europe","Europe","Felipe Gonzalez Marquez","Democracy","Felipe Gonzalez Marquez.Spain.1982.1995.Democracy",1982,1989,8,1,TRUE
"1587","Spain",230,230,"Southern Europe","Europe","Felipe Gonzalez Marquez","Democracy","Felipe Gonzalez Marquez.Spain.1982.1995.Democracy",1990,1995,6,1,FALSE
"1588","Spain",230,230,"Southern Europe","Europe","Jose Maria Aznar","Democracy","Jose Maria Aznar.Spain.1996.2003.Democracy",1996,2003,8,1,FALSE
"1589","Spain",230,230,"Southern Europe","Europe","Josï¿½ Luis Rodrï¿½guez Zapatero","Democracy","Josï¿½ Luis Rodrï¿½guez Zapatero.Spain.2004.2008.Democracy",2004,2008,5,0,FALSE
"1590","Sri Lanka",780,780,"Southern Asia","Asia","Don Stephen Senanayake","Democracy","Don Stephen Senanayake.Sri Lanka.1948.1951.Democracy",1947,1951,5,0,TRUE
"1591","Sri Lanka",780,780,"Southern Asia","Asia","Dudley Shelton Senanayake","Democracy","Dudley Shelton Senanayake.Sri Lanka.1952.1952.Democracy",1952,1952,1,1,TRUE
"1592","Sri Lanka",780,780,"Southern Asia","Asia","John Lionel Kotelawala","Democracy","John Lionel Kotelawala.Sri Lanka.1953.1955.Democracy",1953,1955,3,1,TRUE
"1593","Sri Lanka",780,780,"Southern Asia","Asia","S.W.R.D. Bandaranaike","Democracy","S.W.R.D. Bandaranaike.Sri Lanka.1956.1958.Democracy",1956,1958,3,0,TRUE
"1594","Sri Lanka",780,780,"Southern Asia","Asia","Vijayananda Dahanayake","Democracy","Vijayananda Dahanayake.Sri Lanka.1959.1959.Democracy",1959,1959,1,1,TRUE
"1595","Sri Lanka",780,780,"Southern Asia","Asia","Sirimavo Bandaranaike","Democracy","Sirimavo Bandaranaike.Sri Lanka.1960.1964.Democracy",1960,1964,5,1,TRUE
"1596","Sri Lanka",780,780,"Southern Asia","Asia","Dudley Shelton Senanayake","Democracy","Dudley Shelton Senanayake.Sri Lanka.1965.1969.Democracy",1965,1969,5,1,TRUE
"1597","Sri Lanka",780,780,"Southern Asia","Asia","Sirimavo Bandaranaike","Democracy","Sirimavo Bandaranaike.Sri Lanka.1970.1976.Democracy",1970,1976,7,1,TRUE
"1598","Sri Lanka",780,780,"Southern Asia","Asia","Junius Richard Jayawardene","Non-democracy","Junius Richard Jayawardene.Sri Lanka.1977.1988.Non-democracy",1977,1988,12,1,TRUE
"1599","Sri Lanka",780,780,"Southern Asia","Asia","Dingiri Banda Wijetunge","Democracy","Dingiri Banda Wijetunge.Sri Lanka.1989.1992.Democracy",1989,1992,4,1,FALSE
"1600","Sri Lanka",780,780,"Southern Asia","Asia","Ranil Wickremasinghe","Democracy","Ranil Wickremasinghe.Sri Lanka.1993.1993.Democracy",1993,1993,1,1,FALSE
"1601","Sri Lanka",780,780,"Southern Asia","Asia","Sirimavo Bandaranaike","Democracy","Sirimavo Bandaranaike.Sri Lanka.1994.1999.Democracy",1994,1999,6,0,FALSE
"1602","Sri Lanka",780,780,"Southern Asia","Asia","Ratnasiri Wickremanayake","Democracy","Ratnasiri Wickremanayake.Sri Lanka.2000.2000.Democracy",2000,2000,1,1,FALSE
"1603","Sri Lanka",780,780,"Southern Asia","Asia","Ranil Wickremasinghe","Democracy","Ranil Wickremasinghe.Sri Lanka.2001.2003.Democracy",2001,2003,3,1,FALSE
"1604","Sri Lanka",780,780,"Southern Asia","Asia","Mahinda Rajapakse","Democracy","Mahinda Rajapakse.Sri Lanka.2004.2004.Democracy",2004,2004,1,1,FALSE
"1605","Sri Lanka",780,780,"Southern Asia","Asia","Ratnasiri Wickremanayake","Democracy","Ratnasiri Wickremanayake.Sri Lanka.2005.2008.Democracy",2005,2008,4,0,FALSE
"1606","St. Kitts and Nevis",60,60,"Caribbean","Americas","Kennedy Simmonds","Democracy","Kennedy Simmonds.St. Kitts and Nevis.1983.1994.Democracy",1983,1989,7,1,TRUE
"1607","St. Kitts and Nevis",60,60,"Caribbean","Americas","Kennedy Simmonds","Democracy","Kennedy Simmonds.St. Kitts and Nevis.1983.1994.Democracy",1990,1994,5,1,FALSE
"1608","St. Kitts and Nevis",60,60,"Caribbean","Americas","Denzil Douglas","Democracy","Denzil Douglas.St. Kitts and Nevis.1995.2008.Democracy",1995,2008,14,0,FALSE
"1609","St. Lucia",56,56,"Caribbean","Americas","Allan Louisy","Democracy","Allan Louisy.St. Lucia.1979.1980.Democracy",1979,1980,2,1,TRUE
"1610","St. Lucia",56,56,"Caribbean","Americas","Winston Francis Cenac","Democracy","Winston Francis Cenac.St. Lucia.1981.1981.Democracy",1981,1981,1,1,TRUE
"1611","St. Lucia",56,56,"Caribbean","Americas","John Compton","Democracy","John Compton.St. Lucia.1982.1995.Democracy",1982,1989,8,1,TRUE
"1612","St. Lucia",56,56,"Caribbean","Americas","John Compton","Democracy","John Compton.St. Lucia.1982.1995.Democracy",1990,1995,6,1,FALSE
"1613","St. Lucia",56,56,"Caribbean","Americas","Vaughan Allen Lewis","Democracy","Vaughan Allen Lewis.St. Lucia.1996.1996.Democracy",1996,1996,1,1,FALSE
"1614","St. Lucia",56,56,"Caribbean","Americas","Kenny Anthony","Democracy","Kenny Anthony.St. Lucia.1997.2005.Democracy",1997,2005,9,1,FALSE
"1615","St. Lucia",56,56,"Caribbean","Americas","John Compton","Democracy","John Compton.St. Lucia.2006.2006.Democracy",2006,2006,1,1,FALSE
"1616","St. Lucia",56,56,"Caribbean","Americas","Stephenson King","Democracy","Stephenson King.St. Lucia.2007.2008.Democracy",2007,2008,2,0,FALSE
"1617","St. Vincent and the Grenadines",57,57,"Caribbean","Americas","Milton Cato","Democracy","Milton Cato.St. Vincent and the Grenadines.1979.1983.Democracy",1974,1983,10,1,TRUE
"1618","St. Vincent and the Grenadines",57,57,"Caribbean","Americas","James Fitz-Allen Mitchell","Democracy","James Fitz-Allen Mitchell.St. Vincent and the Grenadines.1984.1999.Democracy",1984,1989,6,1,TRUE
"1619","St. Vincent and the Grenadines",57,57,"Caribbean","Americas","James Fitz-Allen Mitchell","Democracy","James Fitz-Allen Mitchell.St. Vincent and the Grenadines.1984.1999.Democracy",1990,1999,10,1,FALSE
"1620","St. Vincent and the Grenadines",57,57,"Caribbean","Americas","Arnhim Eustace","Democracy","Arnhim Eustace.St. Vincent and the Grenadines.2000.2000.Democracy",2000,2000,1,1,FALSE
"1621","St. Vincent and the Grenadines",57,57,"Caribbean","Americas","Ralph Gonsalves","Democracy","Ralph Gonsalves.St. Vincent and the Grenadines.2001.2008.Democracy",2001,2008,8,0,FALSE
"1622","Sudan",625,625,"Northern Africa","Africa","Abdullah Khalil","Democracy","Abdullah Khalil.Sudan.1956.1957.Democracy",1956,1957,2,1,TRUE
"1623","Sudan",625,625,"Northern Africa","Africa","Ibrahim Abboud","Non-democracy","Ibrahim Abboud.Sudan.1958.1963.Non-democracy",1958,1963,6,1,TRUE
"1624","Sudan",625,625,"Northern Africa","Africa","Sir al-Khatim al-Khalifah","Non-democracy","Sir al-Khatim al-Khalifah.Sudan.1964.1964.Non-democracy",1964,1964,1,1,TRUE
"1625","Sudan",625,625,"Northern Africa","Africa","Mohammed Mahgoub","Democracy","Mohammed Mahgoub.Sudan.1965.1965.Democracy",1965,1965,1,1,TRUE
"1626","Sudan",625,625,"Northern Africa","Africa","Sadiq al-Mahdi","Democracy","Sadiq al-Mahdi.Sudan.1966.1966.Democracy",1966,1966,1,1,TRUE
"1627","Sudan",625,625,"Northern Africa","Africa","Mohammed Mahgoub","Democracy","Mohammed Mahgoub.Sudan.1967.1968.Democracy",1967,1968,2,1,TRUE
"1628","Sudan",625,625,"Northern Africa","Africa","Jaafar el-Nemery","Non-democracy","Jaafar el-Nemery.Sudan.1969.1984.Non-democracy",1969,1984,16,1,TRUE
"1629","Sudan",625,625,"Northern Africa","Africa","Abdul Rahman Swareddabhab","Non-democracy","Abdul Rahman Swareddabhab.Sudan.1985.1985.Non-democracy",1985,1985,1,1,TRUE
"1630","Sudan",625,625,"Northern Africa","Africa","Sadiq al-Mahdi","Democracy","Sadiq al-Mahdi.Sudan.1986.1988.Democracy",1986,1988,3,1,TRUE
"1631","Sudan",625,625,"Northern Africa","Africa","Omar Hassan Ahmad al-Bashir","Non-democracy","Omar Hassan Ahmad al-Bashir.Sudan.1989.2008.Non-democracy",1989,2008,20,0,FALSE
"1632","Suriname",115,115,"South America","Americas","Henck Arron","Democracy","Henck Arron.Suriname.1975.1979.Democracy",1973,1979,7,1,TRUE
"1633","Suriname",115,115,"South America","Americas","Desi Bouterse","Non-democracy","Desi Bouterse.Suriname.1980.1987.Non-democracy",1980,1987,8,1,TRUE
"1634","Suriname",115,115,"South America","Americas","Ramsewak Shankar","Democracy","Ramsewak Shankar.Suriname.1988.1989.Democracy",1988,1989,2,1,TRUE
"1635","Suriname",115,115,"South America","Americas","Desi Bouterse","Non-democracy","Desi Bouterse.Suriname.1990.1990.Non-democracy",1990,1990,1,1,FALSE
"1636","Suriname",115,115,"South America","Americas","Ronald Venetiaan","Democracy","Ronald Venetiaan.Suriname.1991.1995.Democracy",1991,1995,5,1,FALSE
"1637","Suriname",115,115,"South America","Americas","Jules Albert Wijdenbosch","Democracy","Jules Albert Wijdenbosch.Suriname.1996.1999.Democracy",1996,1999,4,1,FALSE
"1638","Suriname",115,115,"South America","Americas","Ronald Venetiaan","Democracy","Ronald Venetiaan.Suriname.2000.2008.Democracy",2000,2008,9,0,FALSE
"1639","Swaziland",572,572,"Southern Africa","Africa","Sobhuza II","Non-democracy","Sobhuza II.Swaziland.1968.1981.Non-democracy",1921,1945,25,0,FALSE
"1640","Swaziland",572,572,"Southern Africa","Africa","Sobhuza II","Non-democracy","Sobhuza II.Swaziland.1968.1981.Non-democracy",1946,1981,36,0,TRUE
"1641","Swaziland",572,572,"Southern Africa","Africa","Queen Dzeliwe","Non-democracy","Queen Dzeliwe.Swaziland.1982.1982.Non-democracy",1982,1982,1,1,TRUE
"1642","Swaziland",572,572,"Southern Africa","Africa","Queen Ntombi","Non-democracy","Queen Ntombi.Swaziland.1983.1985.Non-democracy",1983,1985,3,1,TRUE
"1643","Swaziland",572,572,"Southern Africa","Africa","Mswati III","Non-democracy","Mswati III.Swaziland.1986.2008.Non-democracy",1986,1989,4,0,TRUE
"1644","Swaziland",572,572,"Southern Africa","Africa","Mswati III","Non-democracy","Mswati III.Swaziland.1986.2008.Non-democracy",1990,2008,19,0,FALSE
"1645","Sweden",380,380,"Northern Europe","Europe","Tage Erlander","Democracy","Tage Erlander.Sweden.1946.1968.Democracy",1946,1968,23,1,TRUE
"1646","Sweden",380,380,"Northern Europe","Europe","Olof Palme","Democracy","Olof Palme.Sweden.1969.1975.Democracy",1969,1975,7,1,TRUE
"1647","Sweden",380,380,"Northern Europe","Europe","Thorbjorn Falldin","Democracy","Thorbjorn Falldin.Sweden.1976.1977.Democracy",1976,1977,2,1,TRUE
"1648","Sweden",380,380,"Northern Europe","Europe","Ola Ullsten","Democracy","Ola Ullsten.Sweden.1978.1978.Democracy",1978,1978,1,1,TRUE
"1649","Sweden",380,380,"Northern Europe","Europe","Thorbjorn Falldin","Democracy","Thorbjorn Falldin.Sweden.1979.1981.Democracy",1979,1981,3,1,TRUE
"1650","Sweden",380,380,"Northern Europe","Europe","Olof Palme","Democracy","Olof Palme.Sweden.1982.1985.Democracy",1982,1985,4,0,TRUE
"1651","Sweden",380,380,"Northern Europe","Europe","Ingvar Carlsson","Democracy","Ingvar Carlsson.Sweden.1986.1990.Democracy",1986,1989,4,1,TRUE
"1652","Sweden",380,380,"Northern Europe","Europe","Ingvar Carlsson","Democracy","Ingvar Carlsson.Sweden.1986.1990.Democracy",1990,1990,1,1,FALSE
"1653","Sweden",380,380,"Northern Europe","Europe","Carl Bildt","Democracy","Carl Bildt.Sweden.1991.1993.Democracy",1991,1993,3,1,FALSE
"1654","Sweden",380,380,"Northern Europe","Europe","Ingvar Carlsson","Democracy","Ingvar Carlsson.Sweden.1994.1995.Democracy",1994,1995,2,1,FALSE
"1655","Sweden",380,380,"Northern Europe","Europe","Goran Persson","Democracy","Goran Persson.Sweden.1996.2005.Democracy",1996,2005,10,1,FALSE
"1656","Sweden",380,380,"Northern Europe","Europe","John Fredrik Reinfeldt","Democracy","John Fredrik Reinfeldt.Sweden.2006.2008.Democracy",2006,2008,3,0,FALSE
"1657","Switzerland",225,225,"Western Europe","Europe","Karl Kobelt","Democracy","Karl Kobelt.Switzerland.1946.1946.Democracy",1946,1946,1,1,TRUE
"1658","Switzerland",225,225,"Western Europe","Europe","Philipp Etter","Democracy","Philipp Etter.Switzerland.1947.1947.Democracy",1947,1947,1,1,TRUE
"1659","Switzerland",225,225,"Western Europe","Europe","Enrico Celio","Democracy","Enrico Celio.Switzerland.1948.1948.Democracy",1948,1948,1,1,TRUE
"1660","Switzerland",225,225,"Western Europe","Europe","Ernst Nobs","Democracy","Ernst Nobs.Switzerland.1949.1949.Democracy",1949,1949,1,1,TRUE
"1661","Switzerland",225,225,"Western Europe","Europe","Max-Edouard Petitpierre","Democracy","Max-Edouard Petitpierre.Switzerland.1950.1950.Democracy",1950,1950,1,1,TRUE
"1662","Switzerland",225,225,"Western Europe","Europe","Adolf Eduard von Steiger","Democracy","Adolf Eduard von Steiger.Switzerland.1951.1951.Democracy",1951,1951,1,1,TRUE
"1663","Switzerland",225,225,"Western Europe","Europe","Karl Kobelt","Democracy","Karl Kobelt.Switzerland.1952.1952.Democracy",1952,1952,1,1,TRUE
"1664","Switzerland",225,225,"Western Europe","Europe","Philipp Etter","Democracy","Philipp Etter.Switzerland.1953.1953.Democracy",1953,1953,1,1,TRUE
"1665","Switzerland",225,225,"Western Europe","Europe","Rodolphe Rubattel","Democracy","Rodolphe Rubattel.Switzerland.1954.1954.Democracy",1954,1954,1,1,TRUE
"1666","Switzerland",225,225,"Western Europe","Europe","Max-Edouard Petitpierre","Democracy","Max-Edouard Petitpierre.Switzerland.1955.1955.Democracy",1955,1955,1,1,TRUE
"1667","Switzerland",225,225,"Western Europe","Europe","Markus Feldmann","Democracy","Markus Feldmann.Switzerland.1956.1956.Democracy",1956,1956,1,1,TRUE
"1668","Switzerland",225,225,"Western Europe","Europe","Hans Streuli","Democracy","Hans Streuli.Switzerland.1957.1957.Democracy",1957,1957,1,1,TRUE
"1669","Switzerland",225,225,"Western Europe","Europe","Thomas Emil Leo Holenstein","Democracy","Thomas Emil Leo Holenstein.Switzerland.1958.1958.Democracy",1958,1958,1,1,TRUE
"1670","Switzerland",225,225,"Western Europe","Europe","Paul Chaudet","Democracy","Paul Chaudet.Switzerland.1959.1959.Democracy",1959,1959,1,1,TRUE
"1671","Switzerland",225,225,"Western Europe","Europe","Max-Edouard Petitpierre","Democracy","Max-Edouard Petitpierre.Switzerland.1960.1960.Democracy",1960,1960,1,1,TRUE
