order,ctryname,cowcode,un_region_name,un_continent_name,ehead,democracy,regime,leaderspellreg,tenurereg,edatereg,rightcensreg
1378,Seychelles,591,Eastern Africa,Africa,James Mancham,Non-democracy,Civilian Dict,James Mancham.Seychelles.1976.Civilian Dict,1,1976,1
1379,Seychelles,591,Eastern Africa,Africa,Albert Rene,Non-democracy,Civilian Dict,Albert Rene.Seychelles.1977.Civilian Dict,27,1977,1
1380,Seychelles,591,Eastern Africa,Africa,James Alix Michel,Non-democracy,Civilian Dict,James Alix Michel.Seychelles.2004.Civilian Dict,5,2004,0
1381,Sierra Leone,451,Western Africa,Africa,Milton Margai,Democracy,Parliamentary Dem,Milton Margai.Sierra Leone.1961.Parliamentary Dem,3,1961,0
1382,Sierra Leone,451,Western Africa,Africa,Albert Margai,Democracy,Parliamentary Dem,Albert Margai.Sierra Leone.1964.Parliamentary Dem,3,1964,1
1383,Sierra Leone,451,Western Africa,Africa,Andrew Juxon-Smith,Non-democracy,Military Dict,Andrew Juxon-Smith.Sierra Leone.1967.Military Dict,1,1967,1
1384,Sierra Leone,451,Western Africa,Africa,Siaka Stevens,Non-democracy,Civilian Dict,Siaka Stevens.Sierra Leone.1968.Civilian Dict,17,1968,1
1385,Sierra Leone,451,Western Africa,Africa,Joseph Saidu Momoh,Non-democracy,Military Dict,Joseph Saidu Momoh.Sierra Leone.1985.Military Dict,7,1985,1
1386,Sierra Leone,451,Western Africa,Africa,Valentine Strasser,Non-democracy,Military Dict,Valentine Strasser.Sierra Leone.1992.Military Dict,4,1992,1
1387,Sierra Leone,451,Western Africa,Africa,Ahmad Tejan Kabbah,Democracy,Presidential Dem,Ahmad Tejan Kabbah.Sierra Leone.1996.Presidential Dem,1,1996,1
1388,Sierra Leone,451,Western Africa,Africa,Johnny Paul Koroma,Non-democracy,Military Dict,Johnny Paul Koroma.Sierra Leone.1997.Military Dict,1,1997,1
1389,Sierra Leone,451,Western Africa,Africa,Ahmad Tejan Kabbah,Democracy,Presidential Dem,Ahmad Tejan Kabbah.Sierra Leone.1998.Presidential Dem,9,1998,1
1390,Sierra Leone,451,Western Africa,Africa,Ernest Bai Koroma,Democracy,Presidential Dem,Ernest Bai Koroma.Sierra Leone.2007.Presidential Dem,2,2007,0
1391,Singapore,830,South-Eastern Asia,Asia,Lee Kuan Yew,Non-democracy,Civilian Dict,Lee Kuan Yew.Singapore.1965.Civilian Dict,25,1965,1
1392,Singapore,830,South-Eastern Asia,Asia,Goh Chok Tong,Non-democracy,Civilian Dict,Goh Chok Tong.Singapore.1990.Civilian Dict,14,1990,1
1393,Singapore,830,South-Eastern Asia,Asia,Lee Hsien Loong,Non-democracy,Military Dict,Lee Hsien Loong.Singapore.2004.Military Dict,5,2004,0
1394,Slovakia,317,Eastern Europe,Europe,Vladimir Meciar,Democracy,Parliamentary Dem,Vladimir Meciar.Slovakia.1993.Parliamentary Dem,5,1993,1
1395,Slovakia,317,Eastern Europe,Europe,Milkulis Dzurinda,Democracy,Parliamentary Dem,Milkulis Dzurinda.Slovakia.1998.Parliamentary Dem,1,1998,1
1396,Slovakia,317,Eastern Europe,Europe,Milkulis Dzurinda,Democracy,Mixed Dem,Milkulis Dzurinda.Slovakia.1999.Mixed Dem,7,1999,1
1397,Slovakia,317,Eastern Europe,Europe,Robert Fico,Democracy,Mixed Dem,Robert Fico.Slovakia.1991.Mixed Dem,3,2006,0
1398,Slovenia,349,Southern Europe,Europe,Lojze Peterle,Democracy,Mixed Dem,Lojze Peterle.Slovenia.1991.Mixed Dem,1,1991,1
1399,Slovenia,349,Southern Europe,Europe,Janez Drnovsek,Democracy,Mixed Dem,Janez Drnovsek.Slovenia.1992.Mixed Dem,10,1992,1
1400,Slovenia,349,Southern Europe,Europe,Anton Rop,Democracy,Mixed Dem,Anton Rop.Slovenia.2002.Mixed Dem,1,2002,1
1401,Slovenia,349,Southern Europe,Europe,Anton Rop,Democracy,Parliamentary Dem,Anton Rop.Slovenia.2003.Parliamentary Dem,1,2003,1
1402,Slovenia,349,Southern Europe,Europe,Janez Jansa,Democracy,Parliamentary Dem,Janez Jansa.Slovenia.2004.Parliamentary Dem,4,2004,1
1403,Slovenia,349,Southern Europe,Europe,Borut Pahor,Democracy,Parliamentary Dem,Borut Pahor.Slovenia.1978.Parliamentary Dem,1,2008,0
1404,Solomon Islands,940,Melanesia,Oceania,Peter Kenilorea,Democracy,Parliamentary Dem,Peter Kenilorea.Solomon Islands.1978.Parliamentary Dem,3,1978,1
1405,Solomon Islands,940,Melanesia,Oceania,Solomon Mamaloni,Democracy,Parliamentary Dem,Solomon Mamaloni.Solomon Islands.1981.Parliamentary Dem,3,1981,1
1406,Solomon Islands,940,Melanesia,Oceania,Peter Kenilorea,Democracy,Parliamentary Dem,Peter Kenilorea.Solomon Islands.1984.Parliamentary Dem,2,1984,1
1407,Solomon Islands,940,Melanesia,Oceania,Ezekiel Alebua,Democracy,Parliamentary Dem,Ezekiel Alebua.Solomon Islands.1986.Parliamentary Dem,3,1986,1
1408,Solomon Islands,940,Melanesia,Oceania,Solomon Mamaloni,Democracy,Parliamentary Dem,Solomon Mamaloni.Solomon Islands.1989.Parliamentary Dem,4,1989,1
1409,Solomon Islands,940,Melanesia,Oceania,Francis Billy Hilly,Democracy,Parliamentary Dem,Francis Billy Hilly.Solomon Islands.1993.Parliamentary Dem,4,1993,1
1410,Solomon Islands,940,Melanesia,Oceania,Bartholomew Ulufa'alu,Democracy,Parliamentary Dem,Bartholomew Ulufa'alu.Solomon Islands.1997.Parliamentary Dem,3,1997,1
1411,Solomon Islands,940,Melanesia,Oceania,Mannasseh Sogavare,Democracy,Parliamentary Dem,Mannasseh Sogavare.Solomon Islands.2000.Parliamentary Dem,1,2000,1
1412,Solomon Islands,940,Melanesia,Oceania,Allan Kemakeza,Democracy,Parliamentary Dem,Allan Kemakeza.Solomon Islands.2001.Parliamentary Dem,5,2001,1
1413,Solomon Islands,940,Melanesia,Oceania,Manasseh Damukana Sogavare,Democracy,Parliamentary Dem,Manasseh Damukana Sogavare.Solomon Islands.2006.Parliamentary Dem,1,2006,1
1414,Solomon Islands,940,Melanesia,Oceania,Derek Sikua,Democracy,Parliamentary Dem,Derek Sikua.Solomon Islands.1960.Parliamentary Dem,2,2007,0
1415,Somalia,520,Eastern Africa,Africa,Abdirashid Shermarke,Democracy,Parliamentary Dem,Abdirashid Shermarke.Somalia.1960.Parliamentary Dem,4,1960,0
1416,Somalia,520,Eastern Africa,Africa,Abdirizak Hussain,Democracy,Parliamentary Dem,Abdirizak Hussain.Somalia.1964.Parliamentary Dem,3,1964,1
1417,Somalia,520,Eastern Africa,Africa,Mohammed Egal,Democracy,Parliamentary Dem,Mohammed Egal.Somalia.1967.Parliamentary Dem,2,1967,1
1418,Somalia,520,Eastern Africa,Africa,Mohammed Siyad Barreh,Non-democracy,Military Dict,Mohammed Siyad Barreh.Somalia.1969.Military Dict,22,1969,1
1419,Somalia,520,Eastern Africa,Africa,Ali Mahdi Muhammad,Non-democracy,Civilian Dict,Ali Mahdi Muhammad.Somalia.1991.Civilian Dict,6,1991,1
1420,Somalia,520,Eastern Africa,Africa,"Five person collective chairmanship of National Salvation Council including previous president, Ali Mahdi Muhammad, Osman Hassan Ali Ato, Abdulkadir Muhammad Aden Zoppo, Abdullahi Yussuf Ahmad, and Aden Abdullahi Nur Gabiyow",Non-democracy,Civilian Dict,"Five person collective chairmanship of National Salvation Council including previous president, Ali Mahdi Muhammad, Osman Hassan Ali Ato, Abdulkadir Muhammad Aden Zoppo, Abdullahi Yussuf Ahmad, and Aden Abdullahi Nur Gabiyow.Somalia.1997.Civilian Dict",3,1997,1
1421,Somalia,520,Eastern Africa,Africa,Abdiqassim Salad Hassan,Non-democracy,Civilian Dict,Abdiqassim Salad Hassan.Somalia.2000.Civilian Dict,4,2000,1
1422,Somalia,520,Eastern Africa,Africa,Abdullahi Yussuf Ahmad,Non-democracy,Civilian Dict,Abdullahi Yussuf Ahmad.Somalia.2004.Civilian Dict,3,2004,1
1423,Somalia,520,Eastern Africa,Africa,Aden Muhammad Nur Madobe,Non-democracy,Civilian Dict,Aden Muhammad Nur Madobe.Somalia.1946.Civilian Dict,2,2007,0
1424,South Africa,560,Southern Africa,Africa,Jan Christian Smuts,Non-democracy,Civilian Dict,Jan Christian Smuts.South Africa.1946.Civilian Dict,2,1946,1
1425,South Africa,560,Southern Africa,Africa,Daniel Malan,Non-democracy,Civilian Dict,Daniel Malan.South Africa.1948.Civilian Dict,6,1948,1
1426,South Africa,560,Southern Africa,Africa,Johannes Strijdom,Non-democracy,Civilian Dict,Johannes Strijdom.South Africa.1954.Civilian Dict,4,1954,0
1427,South Africa,560,Southern Africa,Africa,Hendrik Verwoerd,Non-democracy,Civilian Dict,Hendrik Verwoerd.South Africa.1958.Civilian Dict,8,1958,0
1428,South Africa,560,Southern Africa,Africa,B. Johannes Vorster,Non-democracy,Civilian Dict,B. Johannes Vorster.South Africa.1966.Civilian Dict,12,1966,1
1429,South Africa,560,Southern Africa,Africa,Pieter Botha,Non-democracy,Civilian Dict,Pieter Botha.South Africa.1978.Civilian Dict,11,1978,1
1430,South Africa,560,Southern Africa,Africa,Frederik de Klerk,Non-democracy,Civilian Dict,Frederik de Klerk.South Africa.1989.Civilian Dict,5,1989,1
1431,South Africa,560,Southern Africa,Africa,Nelson Mandela,Non-democracy,Civilian Dict,Nelson Mandela.South Africa.1994.Civilian Dict,5,1994,1
1432,South Africa,560,Southern Africa,Africa,Thabo Mbeki,Non-democracy,Civilian Dict,Thabo Mbeki.South Africa.1999.Civilian Dict,9,1999,1
1433,South Africa,560,Southern Africa,Africa,Kgalema Petrus Motlanthe,Non-democracy,Civilian Dict,Kgalema Petrus Motlanthe.South Africa.1948.Civilian Dict,1,2008,0
1434,South Korea,732,Eastern Asia,Asia,Syngman Rhee,Non-democracy,Civilian Dict,Syngman Rhee.South Korea.1948.Civilian Dict,12,1948,1
1435,South Korea,732,Eastern Asia,Asia,John Myun Chang,Democracy,Parliamentary Dem,John Myun Chang.South Korea.1960.Parliamentary Dem,1,1960,1
1436,South Korea,732,Eastern Asia,Asia,Park Chung Hee,Non-democracy,Military Dict,Park Chung Hee.South Korea.1961.Military Dict,18,1961,0
1437,South Korea,732,Eastern Asia,Asia,Chun Doo Hwan,Non-democracy,Military Dict,Chun Doo Hwan.South Korea.1979.Military Dict,9,1979,1
1438,South Korea,732,Eastern Asia,Asia,Roh Tae Woo,Democracy,Presidential Dem,Roh Tae Woo.South Korea.1988.Presidential Dem,5,1988,1
1439,South Korea,732,Eastern Asia,Asia,Kim Young Sam,Democracy,Presidential Dem,Kim Young Sam.South Korea.1993.Presidential Dem,5,1993,1
1440,South Korea,732,Eastern Asia,Asia,Kim Dae Jung,Democracy,Presidential Dem,Kim Dae Jung.South Korea.1998.Presidential Dem,5,1998,1
1441,South Korea,732,Eastern Asia,Asia,Roh Moo Hyun,Democracy,Presidential Dem,Roh Moo Hyun.South Korea.2003.Presidential Dem,5,2003,1
1442,South Korea,732,Eastern Asia,Asia,Lee Myung Bak,Democracy,Presidential Dem,Lee Myung Bak.South Korea.2008.Presidential Dem,1,2008,1
1443,Spain,230,Southern Europe,Europe,Francisco Franco y Bahamonde,Non-democracy,Military Dict,Francisco Franco y Bahamonde.Spain.1946.Military Dict,29,1946,0
1444,Spain,230,Southern Europe,Europe,Carlos Arias Navarro,Non-democracy,Civilian Dict,Carlos Arias Navarro.Spain.1975.Civilian Dict,1,1975,1
1445,Spain,230,Southern Europe,Europe,Adolfo Suarez Gonzalez,Non-democracy,Civilian Dict,Adolfo Suarez Gonzalez.Spain.1976.Civilian Dict,1,1976,1
1446,Spain,230,Southern Europe,Europe,Adolfo Suarez Gonzalez,Democracy,Parliamentary Dem,Adolfo Suarez Gonzalez.Spain.1977.Parliamentary Dem,4,1977,1
1447,Spain,230,Southern Europe,Europe,Leopoldo Calvo-Sotelo y Bustelo,Democracy,Parliamentary Dem,Leopoldo Calvo-Sotelo y Bustelo.Spain.1981.Parliamentary Dem,1,1981,1
1448,Spain,230,Southern Europe,Europe,Felipe Gonzalez Marquez,Democracy,Parliamentary Dem,Felipe Gonzalez Marquez.Spain.1982.Parliamentary Dem,14,1982,1
1449,Spain,230,Southern Europe,Europe,Jose Maria Aznar,Democracy,Parliamentary Dem,Jose Maria Aznar.Spain.1996.Parliamentary Dem,8,1996,1
1450,Spain,230,Southern Europe,Europe,Josï¿½ Luis Rodrï¿½guez Zapatero,Democracy,Parliamentary Dem,Josï¿½ Luis Rodrï¿½guez Zapatero.Spain.1948.Parliamentary Dem,5,2004,0
1451,Sri Lanka,780,Southern Asia,Asia,Don Stephen Senanayake,Democracy,Parliamentary Dem,Don Stephen Senanayake.Sri Lanka.1948.Parliamentary Dem,4,1948,0
1452,Sri Lanka,780,Southern Asia,Asia,Dudley Shelton Senanayake,Democracy,Parliamentary Dem,Dudley Shelton Senanayake.Sri Lanka.1952.Parliamentary Dem,1,1952,1
1453,Sri Lanka,780,Southern Asia,Asia,John Lionel Kotelawala,Democracy,Parliamentary Dem,John Lionel Kotelawala.Sri Lanka.1953.Parliamentary Dem,3,1953,1
1454,Sri Lanka,780,Southern Asia,Asia,S.W.R.D. Bandaranaike,Democracy,Parliamentary Dem,S.W.R.D. Bandaranaike.Sri Lanka.1956.Parliamentary Dem,3,1956,0
1455,Sri Lanka,780,Southern Asia,Asia,Vijayananda Dahanayake,Democracy,Parliamentary Dem,Vijayananda Dahanayake.Sri Lanka.1959.Parliamentary Dem,1,1959,1
1456,Sri Lanka,780,Southern Asia,Asia,Sirimavo Bandaranaike,Democracy,Parliamentary Dem,Sirimavo Bandaranaike.Sri Lanka.1960.Parliamentary Dem,5,1960,1
1457,Sri Lanka,780,Southern Asia,Asia,Dudley Shelton Senanayake,Democracy,Parliamentary Dem,Dudley Shelton Senanayake.Sri Lanka.1965.Parliamentary Dem,5,1965,1
1458,Sri Lanka,780,Southern Asia,Asia,Sirimavo Bandaranaike,Democracy,Parliamentary Dem,Sirimavo Bandaranaike.Sri Lanka.1970.Parliamentary Dem,7,1970,1
1459,Sri Lanka,780,Southern Asia,Asia,Junius Richard Jayawardene,Non-democracy,Civilian Dict,Junius Richard Jayawardene.Sri Lanka.1977.Civilian Dict,12,1977,1
1460,Sri Lanka,780,Southern Asia,Asia,Dingiri Banda Wijetunge,Democracy,Presidential Dem,Dingiri Banda Wijetunge.Sri Lanka.1989.Presidential Dem,4,1989,1
1461,Sri Lanka,780,Southern Asia,Asia,Ranil Wickremasinghe,Democracy,Presidential Dem,Ranil Wickremasinghe.Sri Lanka.1993.Presidential Dem,1,1993,1
1462,Sri Lanka,780,Southern Asia,Asia,Sirimavo Bandaranaike,Democracy,Presidential Dem,Sirimavo Bandaranaike.Sri Lanka.1994.Presidential Dem,6,1994,0
1463,Sri Lanka,780,Southern Asia,Asia,Ratnasiri Wickremanayake,Democracy,Presidential Dem,Ratnasiri Wickremanayake.Sri Lanka.2000.Presidential Dem,1,2000,1
1464,Sri Lanka,780,Southern Asia,Asia,Ranil Wickremasinghe,Democracy,Presidential Dem,Ranil Wickremasinghe.Sri Lanka.2001.Presidential Dem,3,2001,1
1465,Sri Lanka,780,Southern Asia,Asia,Mahinda Rajapakse,Democracy,Presidential Dem,Mahinda Rajapakse.Sri Lanka.2004.Presidential Dem,1,2004,1
1466,Sri Lanka,780,Southern Asia,Asia,Ratnasiri Wickremanayake,Democracy,Presidential Dem,Ratnasiri Wickremanayake.Sri Lanka.2005.Presidential Dem,4,2005,0
1467,St. Kitts and Nevis,60,Caribbean,Americas,Kennedy Simmonds,Democracy,Parliamentary Dem,Kennedy Simmonds.St. Kitts and Nevis.1983.Parliamentary Dem,12,1983,1
1468,St. Kitts and Nevis,60,Caribbean,Americas,Denzil Douglas,Democracy,Parliamentary Dem,Denzil Douglas.St. Kitts and Nevis.1979.Parliamentary Dem,14,1995,0
1469,St. Lucia,56,Caribbean,Americas,Allan Louisy,Democracy,Parliamentary Dem,Allan Louisy.St. Lucia.1979.Parliamentary Dem,2,1979,1
1470,St. Lucia,56,Caribbean,Americas,Winston Francis Cenac,Democracy,Parliamentary Dem,Winston Francis Cenac.St. Lucia.1981.Parliamentary Dem,1,1981,1
1471,St. Lucia,56,Caribbean,Americas,John Compton,Democracy,Parliamentary Dem,John Compton.St. Lucia.1982.Parliamentary Dem,14,1982,1
1472,St. Lucia,56,Caribbean,Americas,Vaughan Allen Lewis,Democracy,Parliamentary Dem,Vaughan Allen Lewis.St. Lucia.1996.Parliamentary Dem,1,1996,1
1473,St. Lucia,56,Caribbean,Americas,Kenny Anthony,Democracy,Parliamentary Dem,Kenny Anthony.St. Lucia.1997.Parliamentary Dem,9,1997,1
1474,St. Lucia,56,Caribbean,Americas,John Compton,Democracy,Parliamentary Dem,John Compton.St. Lucia.2006.Parliamentary Dem,1,2006,1
1475,St. Lucia,56,Caribbean,Americas,Stephenson King,Democracy,Parliamentary Dem,Stephenson King.St. Lucia.1979.Parliamentary Dem,2,2007,0
1476,St. Vincent and the Grenadines,57,Caribbean,Americas,Milton Cato,Democracy,Parliamentary Dem,Milton Cato.St. Vincent and the Grenadines.1979.Parliamentary Dem,5,1979,1
1477,St. Vincent and the Grenadines,57,Caribbean,Americas,James Fitz-Allen Mitchell,Democracy,Parliamentary Dem,James Fitz-Allen Mitchell.St. Vincent and the Grenadines.1984.Parliamentary Dem,16,1984,1
1478,St. Vincent and the Grenadines,57,Caribbean,Americas,Arnhim Eustace,Democracy,Parliamentary Dem,Arnhim Eustace.St. Vincent and the Grenadines.2000.Parliamentary Dem,1,2000,1
1479,St. Vincent and the Grenadines,57,Caribbean,Americas,Ralph Gonsalves,Democracy,Parliamentary Dem,Ralph Gonsalves.St. Vincent and the Grenadines.1956.Parliamentary Dem,8,2001,0
1480,Sudan,625,Northern Africa,Africa,Abdullah Khalil,Democracy,Parliamentary Dem,Abdullah Khalil.Sudan.1956.Parliamentary Dem,2,1956,1
1481,Sudan,625,Northern Africa,Africa,Ibrahim Abboud,Non-democracy,Military Dict,Ibrahim Abboud.Sudan.1958.Military Dict,6,1958,1
1482,Sudan,625,Northern Africa,Africa,Sir al-Khatim al-Khalifah,Non-democracy,Civilian Dict,Sir al-Khatim al-Khalifah.Sudan.1964.Civilian Dict,1,1964,1
1483,Sudan,625,Northern Africa,Africa,Mohammed Mahgoub,Democracy,Parliamentary Dem,Mohammed Mahgoub.Sudan.1965.Parliamentary Dem,1,1965,1
1484,Sudan,625,Northern Africa,Africa,Sadiq al-Mahdi,Democracy,Parliamentary Dem,Sadiq al-Mahdi.Sudan.1966.Parliamentary Dem,1,1966,1
1485,Sudan,625,Northern Africa,Africa,Mohammed Mahgoub,Democracy,Parliamentary Dem,Mohammed Mahgoub.Sudan.1967.Parliamentary Dem,2,1967,1
1486,Sudan,625,Northern Africa,Africa,Jaafar el-Nemery,Non-democracy,Military Dict,Jaafar el-Nemery.Sudan.1969.Military Dict,16,1969,1
1487,Sudan,625,Northern Africa,Africa,Abdul Rahman Swareddabhab,Non-democracy,Military Dict,Abdul Rahman Swareddabhab.Sudan.1985.Military Dict,1,1985,1
1488,Sudan,625,Northern Africa,Africa,Sadiq al-Mahdi,Democracy,Parliamentary Dem,Sadiq al-Mahdi.Sudan.1986.Parliamentary Dem,3,1986,1
1489,Sudan,625,Northern Africa,Africa,Omar Hassan Ahmad al-Bashir,Non-democracy,Military Dict,Omar Hassan Ahmad al-Bashir.Sudan.1989.Military Dict,20,1989,0
1490,Suriname,115,South America,Americas,Henck Arron,Democracy,Parliamentary Dem,Henck Arron.Suriname.1975.Parliamentary Dem,5,1975,1
1491,Suriname,115,South America,Americas,Desi Bouterse,Non-democracy,Military Dict,Desi Bouterse.Suriname.1980.Military Dict,8,1980,1
1492,Suriname,115,South America,Americas,Ramsewak Shankar,Democracy,Presidential Dem,Ramsewak Shankar.Suriname.1988.Presidential Dem,2,1988,1
1493,Suriname,115,South America,Americas,Desi Bouterse,Non-democracy,Military Dict,Desi Bouterse.Suriname.1990.Military Dict,1,1990,1
1494,Suriname,115,South America,Americas,Ronald Venetiaan,Democracy,Presidential Dem,Ronald Venetiaan.Suriname.1991.Presidential Dem,5,1991,1
1495,Suriname,115,South America,Americas,Jules Albert Wijdenbosch,Democracy,Presidential Dem,Jules Albert Wijdenbosch.Suriname.1996.Presidential Dem,4,1996,1
1496,Suriname,115,South America,Americas,Ronald Venetiaan,Democracy,Presidential Dem,Ronald Venetiaan.Suriname.2000.Presidential Dem,9,2000,0
1497,Swaziland,572,Southern Africa,Africa,Sobhuza II,Non-democracy,Monarchy,Sobhuza II.Swaziland.1968.Monarchy,14,1968,0
1498,Swaziland,572,Southern Africa,Africa,Queen Dzeliwe,Non-democracy,Monarchy,Queen Dzeliwe.Swaziland.1982.Monarchy,1,1982,1
1499,Swaziland,572,Southern Africa,Africa,Queen Ntombi,Non-democracy,Monarchy,Queen Ntombi.Swaziland.1983.Monarchy,3,1983,1
1500,Swaziland,572,Southern Africa,Africa,Mswati III,Non-democracy,Monarchy,Mswati III.Swaziland.1986.Monarchy,23,1986,0
1501,Sweden,380,Northern Europe,Europe,Tage Erlander,Democracy,Parliamentary Dem,Tage Erlander.Sweden.1946.Parliamentary Dem,23,1946,1
1502,Sweden,380,Northern Europe,Europe,Olof Palme,Democracy,Parliamentary Dem,Olof Palme.Sweden.1969.Parliamentary Dem,7,1969,1
1503,Sweden,380,Northern Europe,Europe,Thorbjorn Falldin,Democracy,Parliamentary Dem,Thorbjorn Falldin.Sweden.1976.Parliamentary Dem,2,1976,1
1504,Sweden,380,Northern Europe,Europe,Ola Ullsten,Democracy,Parliamentary Dem,Ola Ullsten.Sweden.1978.Parliamentary Dem,1,1978,1
1505,Sweden,380,Northern Europe,Europe,Thorbjorn Falldin,Democracy,Parliamentary Dem,Thorbjorn Falldin.Sweden.1979.Parliamentary Dem,3,1979,1
1506,Sweden,380,Northern Europe,Europe,Olof Palme,Democracy,Parliamentary Dem,Olof Palme.Sweden.1982.Parliamentary Dem,4,1982,0
1507,Sweden,380,Northern Europe,Europe,Ingvar Carlsson,Democracy,Parliamentary Dem,Ingvar Carlsson.Sweden.1986.Parliamentary Dem,5,1986,1
1508,Sweden,380,Northern Europe,Europe,Carl Bildt,Democracy,Parliamentary Dem,Carl Bildt.Sweden.1991.Parliamentary Dem,3,1991,1
1509,Sweden,380,Northern Europe,Europe,Ingvar Carlsson,Democracy,Parliamentary Dem,Ingvar Carlsson.Sweden.1994.Parliamentary Dem,2,1994,1
1510,Sweden,380,Northern Europe,Europe,Goran Persson,Democracy,Parliamentary Dem,Goran Persson.Sweden.1996.Parliamentary Dem,10,1996,1
1511,Sweden,380,Northern Europe,Europe,John Fredrik Reinfeldt,Democracy,Parliamentary Dem,John Fredrik Reinfeldt.Sweden.2006.Parliamentary Dem,3,2006,0
1512,Switzerland,225,Western Europe,Europe,Karl Kobelt,Democracy,Presidential Dem,Karl Kobelt.Switzerland.1946.Presidential Dem,1,1946,1
1513,Switzerland,225,Western Europe,Europe,Philipp Etter,Democracy,Presidential Dem,Philipp Etter.Switzerland.1947.Presidential Dem,1,1947,1
1514,Switzerland,225,Western Europe,Europe,Enrico Celio,Democracy,Presidential Dem,Enrico Celio.Switzerland.1948.Presidential Dem,1,1948,1
1515,Switzerland,225,Western Europe,Europe,Ernst Nobs,Democracy,Presidential Dem,Ernst Nobs.Switzerland.1949.Presidential Dem,1,1949,1
1516,Switzerland,225,Western Europe,Europe,Max-Edouard Petitpierre,Democracy,Presidential Dem,Max-Edouard Petitpierre.Switzerland.1950.Presidential Dem,1,1950,1
1517,Switzerland,225,Western Europe,Europe,Adolf Eduard von Steiger,Democracy,Presidential Dem,Adolf Eduard von Steiger.Switzerland.1951.Presidential Dem,1,1951,1
1518,Switzerland,225,Western Europe,Europe,Karl Kobelt,Democracy,Presidential Dem,Karl Kobelt.Switzerland.1952.Presidential Dem,1,1952,1
1519,Switzerland,225,Western Europe,Europe,Philipp Etter,Democracy,Presidential Dem,Philipp Etter.Switzerland.1953.Presidential Dem,1,1953,1
1520,Switzerland,225,Western Europe,Europe,Rodolphe Rubattel,Democracy,Presidential Dem,Rodolphe Rubattel.Switzerland.1954.Presidential Dem,1,1954,1
1521,Switzerland,225,Western Europe,Europe,Max-Edouard Petitpierre,Democracy,Presidential Dem,Max-Edouard Petitpierre.Switzerland.1955.Presidential Dem,1,1955,1
1522,Switzerland,225,Western Europe,Europe,Markus Feldmann,Democracy,Presidential Dem,Markus Feldmann.Switzerland.1956.Presidential Dem,1,1956,1
1523,Switzerland,225,Western Europe,Europe,Hans Streuli,Democracy,Presidential Dem,Hans Streuli.Switzerland.1957.Presidential Dem,1,1957,1
1524,Switzerland,225,Western Europe,Europe,Thomas Emil Leo Holenstein,Democracy,Presidential Dem,Thomas Emil Leo Holenstein.Switzerland.1958.Presidential Dem,1,1958,1
1525,Switzerland,225,Western Europe,Europe,Paul Chaudet,Democracy,Presidential Dem,Paul Chaudet.Switzerland.1959.Presidential Dem,1,1959,1
1526,Switzerland,225,Western Europe,Europe,Max-Edouard Petitpierre,Democracy,Presidential Dem,Max-Edouard Petitpierre.Switzerland.1960.Presidential Dem,1,1960,1
1527,Switzerland,225,Western Europe,Europe,Friedrich Traugott Wahlen,Democracy,Presidential Dem,Friedrich Traugott Wahlen.Switzerland.1961.Presidential Dem,1,1961,1
1528,Switzerland,225,Western Europe,Europe,Paul Chaudet,Democracy,Presidential Dem,Paul Chaudet.Switzerland.1962.Presidential Dem,1,1962,1
1529,Switzerland,225,Western Europe,Europe,Willy Spuhler,Democracy,Presidential Dem,Willy Spuhler.Switzerland.1963.Presidential Dem,1,1963,1
1530,Switzerland,225,Western Europe,Europe,Ludwig von Moos,Democracy,Presidential Dem,Ludwig von Moos.Switzerland.1964.Presidential Dem,1,1964,1
1531,Switzerland,225,Western Europe,Europe,Hans-Peter Tschudi,Democracy,Presidential Dem,Hans-Peter Tschudi.Switzerland.1965.Presidential Dem,1,1965,1
1532,Switzerland,225,Western Europe,Europe,Hans Schaffner,Democracy,Presidential Dem,Hans Schaffner.Switzerland.1966.Presidential Dem,1,1966,1
1533,Switzerland,225,Western Europe,Europe,Roger Bonvin,Democracy,Presidential Dem,Roger Bonvin.Switzerland.1967.Presidential Dem,1,1967,1
1534,Switzerland,225,Western Europe,Europe,Willy Spuhler,Democracy,Presidential Dem,Willy Spuhler.Switzerland.1968.Presidential Dem,1,1968,1
1535,Switzerland,225,Western Europe,Europe,Ludwig von Moos,Democracy,Presidential Dem,Ludwig von Moos.Switzerland.1969.Presidential Dem,1,1969,1
1536,Switzerland,225,Western Europe,Europe,Hans-Peter Tschudi,Democracy,Presidential Dem,Hans-Peter Tschudi.Switzerland.1970.Presidential Dem,1,1970,1
1537,Switzerland,225,Western Europe,Europe,Rudolf Gnagi,Democracy,Presidential Dem,Rudolf Gnagi.Switzerland.1971.Presidential Dem,1,1971,1
1538,Switzerland,225,Western Europe,Europe,Nello Celio,Democracy,Presidential Dem,Nello Celio.Switzerland.1972.Presidential Dem,1,1972,1
1539,Switzerland,225,Western Europe,Europe,Roger Bonvin,Democracy,Presidential Dem,Roger Bonvin.Switzerland.1973.Presidential Dem,1,1973,1
1540,Switzerland,225,Western Europe,Europe,Ernst Brugger,Democracy,Presidential Dem,Ernst Brugger.Switzerland.1974.Presidential Dem,1,1974,1
1541,Switzerland,225,Western Europe,Europe,Pierre Graber,Democracy,Presidential Dem,Pierre Graber.Switzerland.1975.Presidential Dem,1,1975,1
1542,Switzerland,225,Western Europe,Europe,Rudolf Gnagi,Democracy,Presidential Dem,Rudolf Gnagi.Switzerland.1976.Presidential Dem,1,1976,1
